RoxySheriffson,3578862625022839,140737488355328,4792937201348471,2251799813685248
Bagels,773483247555291,35184372088832,3374186899990903,2251799813685248
TheOrgg,1740120301806651,70368744177664,6686979861431035,4503599627370496
AnnoDomini,3527492530156301,140737488355328,3840420215914729,2251799813685248
alwayslurking,6586330651806695,281474976710656,596929795265829,140737488355328
Cycozar,3416195090442439,140737488355328,6375418949417857,4503599627370496
ElihuRoot,3637684211349203,140737488355328,862544771740805,562949953421312
Kaori,1611144150311013,70368744177664,3498285466397245,1125899906842624
Scipio,3373008058579711,140737488355328,6226455751536117,4503599627370496
Blargh,7211912113632757,281474976710656,3346537134328509,1125899906842624
nkmcalli,6408177031895871,281474976710656,8504369430055603,4503599627370496
blackshadowshade,7204169278143553,281474976710656,6491642833633207,2251799813685248
powerofzero,3083093038169479,140737488355328,1287114509333229,281474976710656
nycavri,6603280447957513,281474976710656,7637460719016485,4503599627370496
Oaktree,1578876310133483,70368744177664,6643296667513107,1125899906842624
devious,6737137677259879,281474976710656,2806997903720231,1125899906842624
Jota,3266154475078123,140737488355328,5467852321195363,1125899906842624
tasha,8116995136916015,281474976710656,5479070750956125,2251799813685248
Limax,6695583761959705,281474976710656,6531208640316051,1125899906842624
RoberiusRex,7615928204651267,281474976710656,6665805326700377,1125899906842624
Gizgo,6876954953985277,281474976710656,436087831060991,70368744177664
GamerXYZ,964430154158013,35184372088832,8099270793324403,2251799813685248
xmbrst,94964615948381,4398046511104,1761592951152763,562949953421312
Vysion,4748335983592897,281474976710656,3448215519893139,562949953421312
jimmosk,1117392208193679,35184372088832,6986922566230505,1125899906842624
irilyth,7255836235979151,281474976710656,5945455281866285,2251799813685248
